,0,1,2,3
21,오프라인 구매 인증 적립금 1만원 증정,2018.09.05 ~ 2018.10.10,http://image.ssgdfm.com/images/shop/upload/896/38494640x280_%EC%9D%B4%EB%B2%A4%ED%8A%B8%EA%B8%B0%EB%B3%B8.png,http://www.ssgdfm.com/shop/promotion/detailEventClass07?eventId=19419
22,KT멤버십으로할인 받는 방법,2018.10.01 ~ 2018.10.31,http://image.ssgdfm.com/images/shop/upload/896/38494640x280_%EC%9D%B4%EB%B2%A4%ED%8A%B8%EA%B8%B0%EB%B3%B8.png,http://www.ssgdfm.com/shop/promotion/detailEventClass01?eventId=17510
23,U+멤버십으로할인 받는 방법,2018.10.01 ~ 2018.10.31,http://image.ssgdfm.com/images/shop/upload/896/38494640x280_%EC%9D%B4%EB%B2%A4%ED%8A%B8%EA%B8%B0%EB%B3%B8.png,http://www.ssgdfm.com/shop/promotion/detailEventClass01?eventId=18682
24,해외여행보험30% 저렴하게 가입하자,2017.12.14 ~ 2018.12.31,http://image.ssgdfm.com/images/shop/upload/896/38494640x280_%EC%9D%B4%EB%B2%A4%ED%8A%B8%EA%B8%B0%EB%B3%B8.png,http://www.ssgdfm.com/shop/promotion/detailEventClass01?eventId=15404
25,"오프라인 혜택최대 45,000원 증정",2018.08.30 ~ 2018.10.10,http://image.ssgdfm.com/images/shop/upload/896/38494640x280_%EC%9D%B4%EB%B2%A4%ED%8A%B8%EA%B8%B0%EB%B3%B8.png,http://www.ssgdfm.com/shop/promotion/detailEventClass01?eventId=19363
26,유플러스멤버십 고객님께 드리는 혜택,2018.03.28 ~ 2018.12.31,http://image.ssgdfm.com/images/shop/upload/896/38494640x280_%EC%9D%B4%EB%B2%A4%ED%8A%B8%EA%B8%B0%EB%B3%B8.png,http://www.ssgdfm.com/shop/promotion/detailEventClass01?eventId=16877
27,호텔스 컴바인최대10% 페이백,2016.10.05 ~ 2026.04.30,http://image.ssgdfm.com/images/shop/upload/896/38494640x280_%EC%9D%B4%EB%B2%A4%ED%8A%B8%EA%B8%B0%EB%B3%B8.png,http://www.ssgdfm.com/shop/promotion/detailEventClass01?eventId=06044
28,글로벌 와이파이최대 25% 특급할인!,2018.08.01 ~ 2018.10.31,http://image.ssgdfm.com/images/shop/upload/896/38494640x280_%EC%9D%B4%EB%B2%A4%ED%8A%B8%EA%B8%B0%EB%B3%B8.png,http://www.ssgdfm.com/shop/promotion/detailEventClass01?eventId=10917
29,출국정보 입력하고공항철도 할인받자!,2018.06.01 ~ 2018.10.31,http://image.ssgdfm.com/images/shop/upload/896/38494640x280_%EC%9D%B4%EB%B2%A4%ED%8A%B8%EA%B8%B0%EB%B3%B8.png,http://www.ssgdfm.com/shop/promotion/detailEventClass01?eventId=17898
30,씨티카드 특별 혜택무이자 + 5% 혜택,2017.10.13 ~ 2018.12.31,http://image.ssgdfm.com/images/shop/upload/896/38494640x280_%EC%9D%B4%EB%B2%A4%ED%8A%B8%EA%B8%B0%EB%B3%B8.png,http://www.ssgdfm.com/shop/promotion/detailEventClass01?eventId=14542
31,KT 멤버십 회원 시선집중 혜택 대방출,2018.01.19 ~ 2018.12.31,http://image.ssgdfm.com/images/shop/upload/896/38494640x280_%EC%9D%B4%EB%B2%A4%ED%8A%B8%EA%B8%B0%EB%B3%B8.png,http://www.ssgdfm.com/shop/promotion/detailEventClass01?eventId=15820
32,"미래의 나에게 보내는 적립금 20,000원",2018.07.01 ~ 2018.12.31,http://image.ssgdfm.com/images/shop/upload/896/38494640x280_%EC%9D%B4%EB%B2%A4%ED%8A%B8%EA%B8%B0%EB%B3%B8.png,http://www.ssgdfm.com/shop/promotion/detailEventClass01?eventId=18423
33,100% 페이백 최대 30만원 혜택,2018.10.01 ~ 2018.10.31,http://image.ssgdfm.com/images/shop/upload/896/38494640x280_%EC%9D%B4%EB%B2%A4%ED%8A%B8%EA%B8%B0%EB%B3%B8.png,http://www.ssgdfm.com/shop/promotion/detailEventClass01?eventId=14809
34,좋은 것 같이 사자!상품평 적립금,2016.10.05 ~ 2018.12.31,http://image.ssgdfm.com/images/shop/upload/896/38494640x280_%EC%9D%B4%EB%B2%A4%ED%8A%B8%EA%B8%B0%EB%B3%B8.png,http://www.ssgdfm.com/shop/promotion/detailEventClass01?eventId=00127
35,100% 무료해외여행 생생 REAL 후기 &gt;&gt;,2017.04.13 ~ 2018.12.31,http://image.ssgdfm.com/images/shop/upload/896/38494640x280_%EC%9D%B4%EB%B2%A4%ED%8A%B8%EA%B8%B0%EB%B3%B8.png,http://www.ssgdfm.com/shop/promotion/detailEventClass02?eventId=11176
36,해피머니/모바일팝결제 꿀~ TIP!,2016.10.05 ~ 2018.10.31,http://image.ssgdfm.com/images/shop/upload/896/38494640x280_%EC%9D%B4%EB%B2%A4%ED%8A%B8%EA%B8%B0%EB%B3%B8.png,http://www.ssgdfm.com/shop/promotion/detailEventClass01?eventId=06932
37,신세계상품권결제 방법,2017.05.25 ~ 2026.12.31,http://image.ssgdfm.com/images/shop/upload/896/38494640x280_%EC%9D%B4%EB%B2%A4%ED%8A%B8%EA%B8%B0%EB%B3%B8.png,http://www.ssgdfm.com/shop/promotion/detailEventClass01?eventId=11871
